,id,text,newest_id,oldest_id,result_count,next_token,withheld
17,1389951250901389315,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
18,1389951233448886273,RT @JJ_1809: Was ist eigentlich falsch mit diesem Volk? https://t.co/Djdk5EIp5k,,,,,
19,1389951230882025475,"@FrankGors Ach bitte. Und der raketenförmige Anstieg der CO2-Sättigung seit dem Insustriezeitalter über alle vorher gesehen Maße und die Sättigung der Meere mit Kohlenstoff, was u.a. zum Massensterben von Riffen führt ist reiner Zufall?
Glauben Sie selber nicht.",,,,,
20,1389951230861008898,"RT @WirHabenEsSatt2: #Saatgut-Monopole stoppen!🧬🌾
#Agrarindustrie enteignet die Bäuer*innen: Früher wurde #Saatgut frei kultiviert &amp; getaus…",,,,,
21,1389951218978631687,RT @VQuaschning: Nach @BVerfG Urteil: Regierung @spdbt @cducsubt will Klimaneutralität für 2045. Das ist für das Pariser #Klimaschutz-Abkom…,,,,,
22,1389951203354693633,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
23,1389951194022305793,RT @SoumiliHazra4: @MyAnandaBazar Amader pokkhe ai situation a offline exam deoa osomvob noy.....amar tai HS students ra chai online exam..…,,,,,
24,1389951185038290949,"RT @VQuaschning: Lieber @peteraltmaier @BMWi_Bund und @SvenjaSchulze68 @bmu: Glückwunsch zur Verschärfung der #Klimaschutzziele. 
Ich bin s…",,,,,
25,1389951157821390851,Miljuschka Witzenhausen deelt bikini-foto: 'I have a bikini body' - V!VA - Niets te verbergen https://t.co/g76LQA9Pct,,,,,
26,1389951157062279177,"@A_no_nee_moose @ManchmalD @lange_tobias_hh Nach einem kurzen Zwischenhoch auf 16% liegt die SPD nun in Umfragen stabil bei 14-15%. Umfragen haben meist einen Fehlerkorridor von bis zu 2,5%. Im schlimmsten Fall ist die Einstelligkeit für die SPD näher als die Kanzlerschaft...",,,,,
27,1389951156974202881,"@Nell781 Fränkisches Großwild mit A?

A Hirsch",,,,,
28,1389951143275634692,RT @petterich: @PeterBoehringer-Vorsitzender des Haushaltsausschusses des Bundestages!- scheint eng verbunden mit dem Verschwörungsideologe…,,,,,
29,1389951128993947649,"RT @ElsnervonGronow: Als gebürtiger Rheinländer, erklärter Gegner von Sozialismus/Kommunismus, Anhänger der sozialen Marktwirtschaft, als F…",,,,,
30,1389951123788902400,@Sun__Goku @numerozwei @16linees @haiqties @eat_a_brick_h0e du hörst jemanden der sich wie spongebob verkleidet,,,,,
31,1389951111780577282,@mara_a_wilbert @_unrealization @Echtjetzt5 Pocken gibt es immer noch.,,,,,
32,1389951108710289408,@haiqties @haltsmaulbidde @16linees @eat_a_brick_h0e Digga das war ein joke bist du dumm? Einfach rassistisch,,,,,
33,1389951085452959750,"RT @doctima: Moderne Content-Prozesse ohne Modularisierung? Kaum vorstellbar! Chancen, Fallstricke und viele Beispiele stellt Johannes Drei…",,,,,
34,1389951085440376844,Stand der Forschung: Geimpft und trotzdem ansteckend – wie wahrscheinlich ist das? https://t.co/47TK27dRHP #fplus a través de @faznet,,,,,
35,1389951079694090250,"RT @eduardt_s: @SurveyMaster3 Nein gibt es nicht. Wer keine Gefahr darstellt kann seine Rechte ausüben.

A) geimpfte
B) getestete
C) genese…",,,,,
36,1389951067228680202,@a_nnaschneider Es ist als Drohung zu verstehen.,,,,,
37,1389951035742068737,RT @Schneider_AfD: Gemeinsam mit Martin in der kommenden Legislatur den BV Münster im Bundestag zu vertreten: Unser gemeinsames Ziel für di…,,,,,
38,1389951029173575680,@annieoficialxxx Instalaste Sistema de Mac a Samsung? 🤔,,,,,
39,1389951025965056002,RT @Aidshilfe_de: Lust auf neue Herausforderungen? Wir suchen eine*n Koordinator*in für unser innovatives Einsendetest-Projekt s.a.m. healt…,,,,,
40,1389951021938470915,@vttanae ramein a,,,,,
41,1389951019916922883,RT @AfDFilme: @MaibachRenee @AfD_Muenster @DanielHaseloff @AfD_RBK @schwarzafd @AfD_KV_RE @AfD_Guetersloh @GegenKinderehen @IThueringen @Gu…,,,,,
42,1389951018482339842,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
43,1389950991437606922,RT @NiklasKorber: Verhältnis der Grünen zur Wissenschaft in a nutshell: https://t.co/FeDTT84oTm,,,,,
44,1389950977604739079,"RT @ElsnervonGronow: Als gebürtiger Rheinländer, erklärter Gegner von Sozialismus/Kommunismus, Anhänger der sozialen Marktwirtschaft, als F…",,,,,
45,1389950961947455500,what gives me a feeling of power: überholt werden und demjenigen  nach 20 sek an der roten ampel zuwinken,,,,,
46,1389950961154732036,RT @meliofav: terminei a fancam!! tik toker stans venham ver https://t.co/o8mIWxYagv,,,,,
47,1389950958155833347,"RT @gruenehessen: Deutscher #EarthOvershootDay: Schon heute, am 5. Mai, haben wir alle natürlichen Ressourcen für 2021 aufgebraucht. Es gib…",,,,,
48,1389950956440281088,"#Lehmann.s rassistische Äußerungen haben nur Konsequenzen, weil #Aogo sie öffentlich gemacht hat. 

Der eigentliche Empfänger hätte irgendwas gemacht zwischen doof gelacht oder es ignoriert. 

Hätte #Aogo es intern angesprochen, wäre nichts passiert.
https://t.co/WNtTY7B3NT",,,,,
49,1389950948014006273,"@AfflatusArts @isotopp A) Wir haben doch genug Erfahrung mit Ordnern, da wird sich doch ein erfahrener Beamte zum schnellen Blättern finden.

B) Ich habe in der BaWue Impfsoftware eine Suchmaske nach Namen gesehen.

Habt ihr sowas nicht?",,,,,
50,1389950936597020672,"RT @devinsiderde: „#CloudNative-Technologien wie #Kubernetes, #Microservices und #Serverless überfordern viele #Monitoring-Tools“, meint Sp…",,,,,
51,1389950902316961794,"@numerozwei @16linees @haiqties @eat_a_brick_h0e @haltsmaulbidde Digga du hörst ufo 361 und willst mir was von Musik erzählen mach dich mal ab und du bist auch übrigens nichts besonderes weil du amirap hörst, du willst was besonderes sein aber größter Mainstream yau und dann über anderer Leute Musikgeschmack urteilen",,,,,
52,1389950898374332421,RT @derspiegel: Die Union wirft den Turbo beim Klimaschutz an – aus Angst vor der grünen Gefahr. Olaf Scholz ringt um Aufmerksamkeit. Und:…,,,,,
53,1389950894708494338,"Private Gründe: Aremu fehlt dem FC St. Pauli bis Saisonende

Fußball-Profi Afeez Aremu steht dem Zweitligisten FC St. Pauli bis zum Saisonende nicht mehr zur Verfügung. Wie der Kiezclub am Mittwoch mitteilte,  wird der Mittelfeldakteur nach A ...

https://t.co/wWaP4sbf8f",,,,,
54,1389950880988942341,RT @ElsnervonGronow: In NRW bewerben sich mit mir viele gute Kollegen auf die Reserveliste unserer Partei für die Bundestagswahl. Gerne ste…,,,,,
55,1389950876513497091,@__a_man__ Bluder cokro,,,,,
56,1389950873065897987,RT @Aidshilfe_de: Lust auf neue Herausforderungen? Wir suchen eine*n Koordinator*in für unser innovatives Einsendetest-Projekt s.a.m. healt…,,,,,
57,1389950847392657409,Pilotprojekt der Johanniter: Rettungssanitäter schrecken Gaffer mit technischem Trick ab https://t.co/fm6IPFeK01 via @derspiegel,,,,,
58,1389950839159132166,"Adolf von Henselt Adolf von Henselt, born in Schwabach, Bavaria, a few miles south of Nürnberg, occupies a firmly https://t.co/WGDWJXtXXv",,,,,
59,1389950829881446403,RT @gutjahr: Mediathek-Tipp: #DieAnstalt (zer)stört die Union u.a. mit @clausvonwagner als @andreasscheuer über die Korruptionsfälle bei CS…,,,,,
60,1389950824256876550,RT @argonerd: P A N I K Ö F F N U N G E N https://t.co/3yuwKo8KQI,,,,,
61,1389950811703156736,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
62,1389950768724299782,Facebook sperrt Trump weiterhin https://t.co/JE16VDiFiz,,,,,
63,1389950749480792069,RT @gutjahr: Mediathek-Tipp: #DieAnstalt (zer)stört die Union u.a. mit @clausvonwagner als @andreasscheuer über die Korruptionsfälle bei CS…,,,,,
64,1389950737275363330,"RT @gruenehessen: Deutscher #EarthOvershootDay: Schon heute, am 5. Mai, haben wir alle natürlichen Ressourcen für 2021 aufgebraucht. Es gib…",,,,,
65,1389950735421427716,auditorium: a postmodern rpg,,,,,
66,1389950708242423812,"RT @gruenehessen: Deutscher #EarthOvershootDay: Schon heute, am 5. Mai, haben wir alle natürlichen Ressourcen für 2021 aufgebraucht. Es gib…",,,,,
67,1389950702571634691,Lust auf neue Herausforderungen? Wir suchen eine*n Koordinator*in für unser innovatives Einsendetest-Projekt s.a.m. health https://t.co/kijzt8wS3t,,,,,
68,1389950692673085444,@fation2070 Diese Frage hatten wir schon lange nicht mehr 😉 Einige Erklärungsansätze findest du zum Beispiel in diesem Artikel: https://t.co/HEXRJWaUF6,,,,,
69,1389950684766818307,"RT @BreslauLoewe: AKTUELL: Tino Chrupalla und Alice Weidel wollen als Duo gegen Cotar/Wundrak um die Spitzenkandidatur antreten. 
Ich wünsc…",,,,,
70,1389950683084959752,"@ben_brechtken Die FDP will was ganz anderes. Die ist gegen Ausgangssperren. Die AFD ist generell dagegen, weil es u.a. Ungleichheit fördert zwischen geimpft und ungeimpft.",,,,,
71,1389950682627719169,"@ReiterMarc Jo genau, mengen hei wier eng Anwärterin daer ech den Job géif zoutrauen: ""We transport it like a Jazz Machine""
https://t.co/nvKN4ZSXiu",,,,,
72,1389950661391962112,"Das QZ-Team gratuliert herzlich zur (Wieder-)Wahl in den DGQ-Vorstand!
https://t.co/qJC1ROGJZz",,,,,
73,1389950653099827202,"RT @MistressSilke: Ich trage gerne Nylons, du auch? Nylonduft, Nylonfetisch, Strumpfhosen uvm.. Lass uns darüber reden!RUF MICH AN
#Telefon…",,,,,
74,1389950632379961346,@vonderleyen @KASonline Wir geht es denn mit dem #Kalergi Plan? Destroy Europe to promote a New world order https://t.co/EL48ZVHxrB,,,,,
75,1389950630056366082,"Deckeneinbauleuchte Luna Round LED IP44

6.2 W / 657 lm / 3000 K
CRI 90 / A++ / &lt;40°

Weitere Informationen finden Sie unter:
https://t.co/aLmz1csB8m

#deckeneinbau #beleuchtung #leuchte #firalux https://t.co/aHzkIlS4Fp",,,,,
76,1389950628667998217,RT @peter_simone: »Es klafft eine gigantische Lücke zwischen Anspruch und Wirklichkeit« Und selbst der Anspruch reicht nicht. Die Klimaziel…,,,,,
77,1389950592903221251,"@Tasso2000 Mensch. So ein alter
Hase sollte es doch
wissen. D a s macht
man einfach nicht!",,,,,
78,1389950582287446022,"wer bietet mehr? eins, zwei, bang!

AstraZeneca bleibt liegen – Arzt bietet Termine via Ebay an

https://t.co/qFMMKUmP7G",,,,,
79,1389950582148960260,"And another touri attraction. 

Australien: Riesige Motte in Grundschule gefunden https://t.co/AicMM558nj via @derspiegel",,,,,
80,1389950580806897664,RT @calvinamfreitag: Bei 1.500 Follower gibt’s entweder ein Q&amp;A oder Bilder von mir beim Fotoshooting für Calvin-Klein-Unterwäsche,,,,,
81,1389950570790858753,"@Sodafinso Ja schon, aber die leere E-Saite ist eine Oktave höher, als das e, das du meinst. g, d', a', e'' sind die leeren Geigensaiten.",,,,,
82,1389950565363376130,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
83,1389950561370398720,"RT @tschnorf: Könnten sich die Gegner*innen des #Co2Gesetz bitte in ihrer Argumentation darauf einigen ob

a) Bei +12 Rappen eine Armutswel…",,,,,
84,1389950560896524288,"@Sun__Goku @haltsmaulbidde @16linees @eat_a_brick_h0e du warst rassistisch und hast uns beleidigt wer soll denn sonst angefangen haben, aber trolle nur, nimm mal den stock aus deinem arsch 😩😩😔😢😢",,,,,
85,1389950557541085193,"inkubierenen eigenständig Technologie mit #IDM2021 
🐦Buy or rent this crazy #Twitter bot, send me a tweet! https://t.co/krUqPXCNtC",,,,,
86,1389950553275486208,RT @bibportal: Library design matters! Online-Seminar von @ifla_lbes zu Außenbereichen von #Bibliotheken mit spannenden Projekten aus aller…,,,,,
87,1389950549567672323,"RT @KlausHempel2: Lief gestern auf @ARTEde. Abrufbar i d Mediathek. A must see. Beeindruckende Doku über die ""Rastatter Prozesse"", die zu d…",,,,,
88,1389950548548390916,"RT @Ingeborch: Danke, liebes Landesarbeitsgericht Köln. https://t.co/blpGB5I0lI",,,,,
89,1389950547466366980,Bückeburg/Nienburg - Großer Ermittlungserfolg mit Täterfestnahmen nach besonders schwerer räuberischer Erpressung u. a. https://t.co/NjeplrXFba,,,,,
90,1389950544865861636,RT @doltschevita: «Ich will nicht wie ein Zigeuner von A nach B reisen» (Dennis Aogo bei einer Homestory für Sky Sport).,,,,,
91,1389950539111223308,"Deutscher #EarthOvershootDay: Schon heute, am 5. Mai, haben wir alle natürlichen Ressourcen für 2021 aufgebraucht. Es gibt keinen #PlanetB, also muss sich dringend etwas u.a. in den Bereichen Energie, Ernährung und Umweltschutz ändern! 🌍/P https://t.co/alc1bzkklV",,,,,
92,1389950530345226240,RT @derspiegel: Der Aktivist Hagen Kopp will Asylbewerber vor der Abschiebung bewahren – und steht deshalb nun erneut vor Gericht. Im Inter…,,,,,
93,1389950517573562370,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
94,1389950516369756167,"Today is a ""ganze Tafel Schokolade auf einmal fressen"" kind of day",,,,,
95,1389950512968126470,RT @FleiWalter: heute im #IbizaUA alle drei auskunftspersonen von der övp geladen. am vormittag waren das ögb-präsident katzian und der unt…,,,,,
96,1389950505988853779,"RT @LennartPfahler: Dienstag: @FridayForFuture-Sprecherin sagt, die ARD müsse Volker Bruch rauswerfen. Weil Querdenker = vom BfV beobachtet…",,,,,
97,1389950505368104962,RT @meliofav: terminei a fancam!! tik toker stans venham ver https://t.co/o8mIWxYagv,,,,,
98,1389950493095518208,"RT @ohrwurmchen: 🚩Red flags 

Part 1

Sollte eine Person zu euch sagen
""Ich habe das (alles) immer nur für dich gemacht!"" 

a) hat sie nich…",,,,,
99,1389950475110387714,"@RingenUwe @MirjamLechner @BUNDagrar @Umweltnews Jetzt mal ehrlich, 
1. zehn  Mill. Menschen (im Jahr 1600) mit 60 kg,a Fleisch zu ernähren ist halt ne andere Nummer als 82 Mio. 
2. die soziale Schieflage war damals sicherlich größer und die Ernährungssituation prekär für viele Menschen. Täglich Fleisch und Milch?",,,,,
100,,,1389951418711281668,1389950475110387714,100.0,b26v89c19zqg8o3fostul378kvd1k092i3b8uxzl5jwjh,
101,1389950465102729218,"ALTER!!!!!

Marokko: Frau aus Mali bringt neun Kinder zur Welt https://t.co/d5IEOsLFZZ",,,,,
102,1389950461927694336,@senfsg Weinvorrat schon entdeckt oder ist A. B. nicht dabei? 😉,,,,,
103,1389950437294551042,"@SurveyMaster3 Nein gibt es nicht. Wer keine Gefahr darstellt kann seine Rechte ausüben.

A) geimpfte
B) getestete
C) genesene
D) alle bei Wahrung von Anstand und Abstand und der damit verbundenen Niedriginzidenz",,,,,
104,1389950433460957187,"Was ist das denn für eine Logik? Das Wahlprogramm von Partei A soll nur von den Parteien kritisiert werden dürfen, die selbst bereits ein Wahlprogramm vorgelegt haben? Unsinn! Selbstverständlich kann grundsätzl. jede Partei zu jedem Zeitp. die Texte anderer Parteien kritisieren.",,,,,
105,1389950403048091650,"„#CloudNative-Technologien wie #Kubernetes, #Microservices und #Serverless überfordern viele #Monitoring-Tools“, meint Spiros Xanthos von @SplunkDE. Er zeigt, wie eine #Observability-Plattform hilft, wichtige Systeminfos zusammenzutragen. https://t.co/jaZWZ3jPZY",,,,,
106,1389950386304425990,"RT @dw_learngerman: Jordan will die Kontrolle ___ seine Firma nicht verlieren.
a) für
b) über
c) mit",,,,,
107,1389950379832578050,"@Karl_Lauterbach Deutschland hatte nie eine #ZeroCovid Strategie. Stattdessen eher eine ""Mit dem Virus leben""-Strategie à la Streeck.
Andere Länder haben dies geschafft, bei uns fehlte der politische Wille.
Im Sommer letzten Jahres standen wir sogar kurz davor...",,,,,
108,1389950379153100804,RT @eintracht_stats: Die #SGE hält den CL-Rekord des höchsten Sieges im Halbfinale: 12:4 (6:1/6:3) gg @RangersFC. Inkl. Spalier des Gegners…,,,,,
109,1389950373268426755,@HerschelWellin2 @EschGentner @a_nnaschneider 🤦‍♂️ junge junge,,,,,
110,1389950362501607424,@dresslore @willhoefolk tehreem a komedian 🙏🙏,,,,,
111,1389950335217717248,Verhältnis Moskau-Berlin auf dem Tiefpunkt: »Der Kreml betrachtet Deutschland von nun an als einen von den USA kontrollierten Staat« https://t.co/Vm77l7vyvn via @derspiegel,,,,,
112,1389950325499600898,"RT @SHomburg: ""Wenn wir nicht testen würden, wüssten wir in vielen Ländern gar nicht, dass es dieses Virus überhaupt gibt.""

Dies u. a. von…",,,,,
113,1389950309133336583,Kochsalzlösung statt Corona-Impfung: Für 80 Personen wird es schwer https://t.co/3hrCitCtNY,,,,,
114,1389950290816737281,POL-WE: Vorsicht! Wild auf der Straße ++ Achtung! Falsche Microsoftmitarbeiter melden sich in Bad Vilbel und Karben ++ u.a. https://t.co/W9K3j5gVDp https://t.co/NBWRbjPpm2,,,,,
115,1389950243211550721,"Individual Values, or IVs, serve as a factor in determining a Pokémon's stats and differ from Pokémon to Pokémon, functioning like a Pokémon's ""Genes"". Every stat (HP, ATK, DEF, SPA, SPD, and SPE) has an IV ranging from 0 to 31.

On this day, I am perfect.",,,,,
116,1389950223364022275,City of Justice. Schau mit mir dantheman_os auf Twitch! https://t.co/ryCRm8dofu,,,,,
117,1389950221208141826,RT @bibportal: Library design matters! Online-Seminar von @ifla_lbes zu Außenbereichen von #Bibliotheken mit spannenden Projekten aus aller…,,,,,
118,1389950202505797632,@a_prigge Ich komm mit ... 🛀 🚿,,,,,
119,1389950201662775296,"RT @_AWatchfulEye_: +  M U S T R E A D  +
#moralischverletzt ... 
Es muss sich was ändern, 👁️#HerrSpahn.
#PflegeinDeutschland #Twankenhaus…",,,,,
120,1389950173183361031,RT @maxomat21: @nocontextunited Mfs finished last in a group with Borussia Mönchengladbach and Shaktar Donezk,,,,,
121,1389950168548659206,"RT @LennartPfahler: Dienstag: @FridayForFuture-Sprecherin sagt, die ARD müsse Volker Bruch rauswerfen. Weil Querdenker = vom BfV beobachtet…",,,,,
122,1389950128438620162,"RT @M_HarderKuehnel: +++ Morgen im #Bundestag: @AfDimBundestag  fordert #Normenkontrollklage gg. #Bundesnotbremse! +++
Wir sind der Ansicht…",,,,,
123,1389950070389362694,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
124,1389950068917219329,RT @StefanM20326975: Was sind das auch verlogene A…l…er,,,,,
125,1389950066564157440,RT @GtzFrmming: Pisa-Sonderauswertung: Schülerinnen und Schüler haben keine Lust mehr zu lesen - aber mehr Laptops in den Klassen helfen be…,,,,,
126,1389950058150379527,"@isntwhatmatters D
    A
   R

          T
      E",,,,,
127,1389950056934084610,@Stark4Machines @MassivvC A Massivv Staff? 😳,,,,,
128,1389950055419887616,"RT @M_HarderKuehnel: +++ Morgen im #Bundestag: @AfDimBundestag  fordert #Normenkontrollklage gg. #Bundesnotbremse! +++
Wir sind der Ansicht…",,,,,
129,1389949992459292674,Confirmed: Lennart Otten (F) | Düsseldorfer EG U20 -&gt; EHC Freiburg | https://t.co/h4AxzMo0Lk #DEL2,,,,,
130,1389949991452614663,"@RolandTichy Herr @RolandTichy, Sie wissen aber schon, dass der Einsatz der Bundeswehr im Inneren max. auf technische Hilfe beschränkt ist, oder?
Wieder nur billige Meinungsmache?

Und kommen Sie nicht mit Art. 87 a Abs. 4 GG, der greift noch nicht.
Vllt. wenn ihre Anhänger zur Waffe greifen.",,,,,
131,1389949962969038848,"RT @Ingeborch: Danke, liebes Landesarbeitsgericht Köln. https://t.co/blpGB5I0lI",,,,,
132,1389949941808779267,MF015: Bikesharing – schnell und nachhaltig von A nach B –  mit Carlo Costabel https://t.co/tqxJYdhbH0,,,,,
133,1389949933520932865,"Walter #Jellinek war seit 1929 Ordinarius in Heidelberg (auf dem Lehrstuhl seines Vaters); 1935 wurde er von den Nazis zwangspensioniert; ab 1945 bekleidete er den Lehrstuhl wieder.
Gewohnt hat er (u.a.) in der Mozartstr. 15.

#wowohntewissenschaft https://t.co/4ctfhAXGeB",,,,,
134,1389949924217864195,Und bis dahin kann man auf die 2% für die #NATO pfeifen… https://t.co/2no4nbyRi7,,,,,
135,1389949915162361862,@MyAnandaBazar Amader pokkhe ai situation a offline exam deoa osomvob noy.....amar tai HS students ra chai online exam.....doya kore amader dik ta aktu vebe dekhun🙏🙏,,,,,
136,1389949909756006404,"Als gebürtiger Rheinländer, erklärter Gegner von Sozialismus/Kommunismus, Anhänger der sozialen Marktwirtschaft, als Freund des rheinischen Katholizismus' alter Prägung und nicht zuletzt Freiheitlich-Konservativer, (...)! #AfD #NRW #AfDNRW #Siegen #btw2021 https://t.co/b63H65fdmk https://t.co/IZc7H4FMMy",,,,,
137,1389949906945708032,"Q&amp;A after Ineke Sluiter (Leiden) ‘Do tragic parents deserve their name?’, with Stephen Halliwell and Jason König https://t.co/WGFFnuwtWg",,,,,
138,1389949892534145029,Obduktion bestätigt Tötung von 52-Jähriger in Schwabach https://t.co/BHJSzjCm2O,,,,,
139,1389949891716259847,"RT @klinikumdo: Das Klinikum #Dortmund hat jetzt eine Geburten-Mixtape auf @SpotifyDE für werdende Eltern angelegt, u.a. mit „Born to be wi…",,,,,
140,1389949868987150337,Hab grad adri in freier Wildbahn getroffen and it was a great experience,,,,,
141,1389949868739862535,"RT @AlexanderLasch: Die paar mitgezählten Verbindungslinien, geschenkt. 501, ohne Podcastfolgen. Danke @ali_tudresden, @fussballinguist, @M…",,,,,
142,1389949865774534657,"Lief gestern auf @ARTEde. Abrufbar i d Mediathek. A must see. Beeindruckende Doku über die ""Rastatter Prozesse"", die zu den wichtigsten Kriegsverbrecherprozessen der Alliierten gehörten. Bin selbst in Gaggenau, Nähe Rastatt, aufgewachsen.   https://t.co/QgEdjRkbE5",,,,,
143,1389949861903192068,Coi Leray is a baddie man. Fallen angel status mehn.,,,,,
144,1389949855632613378,"RT @fickaynrand: Leute ich fasse es grade nicht. Mir hat ein ehemaliger Dozent von mir, den ich vor kurzem am Lehrstuhl kurz wiedergetroffe…",,,,,
145,1389949841652994052,"RT @mariomayl: Die klammheimlich organisierte
Diätenerhöhung für Abgeordnete in #Sachsen scheitert. Die Raffzähne von  #gruenen #CDU #SPD h…",,,,,
146,1389949813651869699,RT @EllamellaMg: Am 28. April hatte der russische Botschafter in Eritrea A. Yarakhmedov ein Treffen mit dem Außenministerium von Eritrea O.…,,,,,
147,1389949806647316482,@wennichnichtic1 @a_prigge Sowas von! 😏,,,,,
148,1389949802146897923,"Wenn Affen im Zoo mit Kacke um sich werfen, tun sie das, um Eindringlinge zu vertreiben oder Anderen ihre Missbilligung zu zeigen. Was war noch gleich die Motivation der @cducsubt für dieses Dokument? 🕵 #NieMehrCDUCSU

https://t.co/BBXMogIAse",,,,,
149,1389949800066342914,RT @minahomine: Our lan er gege is such a beast #modaozushi #魔道祖师 https://t.co/5pfRJ3OUHQ,,,,,
150,1389949789303939083,Verbrannter Wald vor der Haustür: Milka im Visier von Klimaschützern https://t.co/JwFaWMFugy,,,,,
151,1389949788515405834,KÜHLWASSERFLANSCH WASSERFLANSCH MEYLE 100 121 1058 A FÜR AUDI 100|80|COUPE|C3 #ebay https://t.co/tpRoRaeVUW,,,,,
152,1389949771675324421,"RT @moodarada: 2 RICH MOMMIES.
&amp; A RICH HAMSTER.

#MAMAMOO #마마무 #moonbyul #문별 #studio문나잇 @rbw_mamamoo #BrownEyedGirls #MIRYO #JeA https://t…",,,,,
